review_group_key,raw_specialty_labels,normalized_specialty_slug,normalized_specialty_title,raw_topic_labels,normalized_topic_label,normalized_topic_slug,canonical_topic_node_slug,canonical_topic_node_id,question_count,is_high_frequency_topic,mapping_confidence,review_reason,suggested_action,mapping_method,review_override_reason,representative_question_ids,quality_notes
orthobullets::hand::poland-syndrome::accepted,Hand,hand,Hand,Poland Syndrome,Poland Syndrome,poland-syndrome,hand-poland-syndrome,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-152 | OBQ12-191 | OBQ14-143.1 | OBQ16-74 | SBQ25PE-55,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::sagittal-band-rupture::accepted,Hand,hand,Hand,Sagittal Band Rupture,Sagittal Band Rupture,sagittal-band-rupture,hand-sagittal-band-rupture,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-92 | OBQ12-262 | OBQ18-180 | OBQ19-79 | OBQ20-45,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::snapping-extensor-carpi-ulnaris-ecu::accepted,Hand,hand,Hand,Snapping Extensor Carpi Ulnaris (ECU),Snapping Extensor Carpi Ulnaris (ECU),snapping-extensor-carpi-ulnaris-ecu,hand-snapping-extensor-carpi-ulnaris-ecu,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ21-75 | OBQ23-4 | OBQ24-46 | SBQ17SE-19 | SBQ21H-13,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::thumb-cmc-dislocation::accepted,Hand,hand,Hand,Thumb CMC Dislocation,Thumb CMC Dislocation,thumb-cmc-dislocation,hand-thumb-cmc-dislocation,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-263 | OBQ24-48 | SBQ08UE-122.1 | SBQ21H-11 | SBQ24HW-30,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::trigger-finger::accepted,Hand,hand,Hand,Trigger Finger,Trigger Finger,trigger-finger,hand-trigger-finger,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-164 | OBQ10-113 | OBQ11-56 | OBQ14-39 | SBQ24HW-85,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::ulnocarpal-abutment-syndrome::accepted,Hand,hand,Hand,Ulnocarpal Abutment Syndrome,Ulnocarpal Abutment Syndrome,ulnocarpal-abutment-syndrome,hand-ulnocarpal-abutment-syndrome,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-266 | OBQ05-46 | OBQ09-229 | OBQ21-40 | SBQ24SE-6,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::wrist-ligaments-and-biomechanics::accepted,Hand,hand,Hand,Wrist Ligaments & Biomechanics,Wrist Ligaments & Biomechanics,wrist-ligaments-and-biomechanics,hand-wrist-ligaments-and-biomechanics,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-235 | OBQ14-175 | OBQ15-228 | OBQ22-77 | OBQ23-93,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::femoral-neck-stress-fractures::accepted,Knee & Sports,knee-sports,Knee & Sports,Femoral Neck Stress Fractures,Femoral Neck Stress Fractures,femoral-neck-stress-fractures,knee-sports-femoral-neck-stress-fractures,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-272 | OBQ11-184 | OBQ13-39 | OBQ17-143.1 | OBQ21-58,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::snapping-hip-coxa-saltans::accepted,Knee & Sports,knee-sports,Knee & Sports,Snapping Hip (Coxa Saltans),Snapping Hip (Coxa Saltans),snapping-hip-coxa-saltans,knee-sports-snapping-hip-coxa-saltans,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-44 | OBQ14-3 | OBQ17-106 | OBQ20-111 | SBQ07SM-15,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::tibial-shaft-stress-fractures::accepted,Knee & Sports,knee-sports,Knee & Sports,Tibial Shaft Stress Fractures,Tibial Shaft Stress Fractures,tibial-shaft-stress-fractures,knee-sports-tibial-shaft-stress-fractures,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-37 | OBQ06-212 | OBQ06-251 | OBQ08-108 | SBQ25PE-69,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::chordoma::accepted,Pathology,pathology,Pathology,Chordoma,Chordoma,chordoma,pathology-chordoma,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-56 | OBQ18-86 | OBQ22-59 | SBQ18SP-16 | SBQ18SP-48,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::impending-fracture-and-prophylactic-fixation::accepted,Pathology,pathology,Pathology,Impending Fracture & Prophylactic Fixation,Impending Fracture & Prophylactic Fixation,impending-fracture-and-prophylactic-fixation,pathology-impending-fracture-and-prophylactic-fixation,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-13 | OBQ07-242 | OBQ13-170 | OBQ15-71 | OBQ18-88,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::osteofibrous-dysplasia::accepted,Pathology,pathology,Pathology,Osteofibrous Dysplasia,Osteofibrous Dysplasia,osteofibrous-dysplasia,pathology-osteofibrous-dysplasia,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-147 | OBQ10-24 | OBQ12-269 | OBQ12-4 | SBQ22PE-40,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::cerebral-palsy-upper-extremity-disorders::accepted,Pediatrics,pediatrics,Pediatrics,Cerebral Palsy - Upper Extremity Disorders,Cerebral Palsy - Upper Extremity Disorders,cerebral-palsy-upper-extremity-disorders,pediatrics-cerebral-palsy-upper-extremity-disorders,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ23-124 | SBQ17SE-56 | SBQ21H-15 | SBQ21H-37 | SBQ21H-76,specialty:csv-normalized | topic:source-normalized
orthobullets::pediatrics::flexible-pes-planovalgus-flexible-flatfoot::accepted,Pediatrics,pediatrics,Pediatrics,Flexible Pes Planovalgus (Flexible Flatfoot),Flexible Pes Planovalgus (Flexible Flatfoot),flexible-pes-planovalgus-flexible-flatfoot,pediatrics-flexible-pes-planovalgus-flexible-flatfoot,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-13 | OBQ10-232 | OBQ16-174 | OBQ24-21 | SBQ13PE-64,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-aseptic-loosening::accepted,Recon,recon,Recon,THA Aseptic Loosening,THA Aseptic Loosening,tha-aseptic-loosening,recon-tha-aseptic-loosening,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-164 | OBQ14-197 | SBQ11OS-136.1 | SBQ16HK-25 | SBQ21RCN-27,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tha-other-complications::accepted,Recon,recon,Recon,THA Other Complications,THA Other Complications,tha-other-complications,recon-tha-other-complications,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-121 | OBQ22-195 | SBQ10HK-36.2 | SBQ10HK-95.1 | SBQ21RCN-97,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-axial-alignment::accepted,Recon,recon,Recon,TKA Axial Alignment,TKA Axial Alignment,tka-axial-alignment,recon-tka-axial-alignment,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-136 | OBQ07-209 | SBQ24HK-39 | SBQ24HK-7 | SBQ24HK-97,specialty:csv-normalized | topic:source-normalized
orthobullets::recon::tka-instability::accepted,Recon,recon,Recon,TKA Instability,TKA Instability,tka-instability,recon-tka-instability,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-230 | OBQ14-144 | OBQ14-20 | OBQ24-77 | SBQ24HK-57,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::elbow-stiffness-and-contractures::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Elbow Stiffness and Contractures,Elbow Stiffness and Contractures,elbow-stiffness-and-contractures,shoulder-elbow-elbow-stiffness-and-contractures,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-213 | OBQ12-96 | OBQ13-131 | OBQ17-200 | SBQ11AN-62.1,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::revision-total-elbow-arthroplasty::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Revision Total Elbow Arthroplasty,Revision Total Elbow Arthroplasty,revision-total-elbow-arthroplasty,shoulder-elbow-revision-total-elbow-arthroplasty,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ11-261 | OBQ22-143 | SBQ21SE-95 | SBQ24SE-18 | SBQ24SE-56,specialty:csv-normalized | topic:source-normalized
orthobullets::shoulder-elbow::shoulder-arthroscopy-indications-and-approach::accepted,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Shoulder Arthroscopy: Indications & Approach,Shoulder Arthroscopy: Indications & Approach,shoulder-arthroscopy-indications-and-approach,shoulder-elbow-shoulder-arthroscopy-indications-and-approach,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-202 | OBQ16-178 | OBQ16-231 | OBQ19-219 | SBQ24SM-56,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::infantile-idiopathic-scoliosis::accepted,Spine,spine,Spine,Infantile Idiopathic Scoliosis,Infantile Idiopathic Scoliosis,infantile-idiopathic-scoliosis,spine-infantile-idiopathic-scoliosis,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ16-229.1 | OBQ20-33 | SBQ22PE-30 | SBQ22PE-39 | SBQ25PE-18,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::lumbar-spine-anatomy::accepted,Spine,spine,Spine,Lumbar Spine Anatomy,Lumbar Spine Anatomy,lumbar-spine-anatomy,spine-lumbar-spine-anatomy,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-260 | OBQ15-233 | OBQ20-153 | OBQ23-174 | SBQ12SP-77,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::scheuermann-s-kyphosis::accepted,Spine,spine,Spine,Scheuermann's Kyphosis,Scheuermann's Kyphosis,scheuermann-s-kyphosis,spine-scheuermann-s-kyphosis,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-149 | OBQ19-138 | OBQ22-102 | SBQ22PE-100 | SBQ25PE-30,specialty:csv-normalized | topic:source-normalized
orthobullets::spine::vertebral-artery-injury::accepted,Spine,spine,Spine,Vertebral Artery Injury,Vertebral Artery Injury,vertebral-artery-injury,spine-vertebral-artery-injury,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ15-249.1 | SBQ12SP-43 | SBQ12SP-64 | SBQ18SP-23 | SBQ18SP-56,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::distal-radial-ulnar-joint-druj-injuries::accepted,Trauma,trauma,Trauma,Distal Radial Ulnar Joint (DRUJ) Injuries,Distal Radial Ulnar Joint (DRUJ) Injuries,distal-radial-ulnar-joint-druj-injuries,trauma-distal-radial-ulnar-joint-druj-injuries,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ19-77 | SBQ06TR-1 | SBQ17SE-86 | SBQ21H-24 | SBQ24HW-40,specialty:csv-normalized | topic:source-normalized
orthobullets::trauma::scapulothoracic-dissociation::accepted,Trauma,trauma,Trauma,Scapulothoracic Dissociation,Scapulothoracic Dissociation,scapulothoracic-dissociation,trauma-scapulothoracic-dissociation,,5,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-20 | OBQ10-52 | SBQ12TR-19 | SBQ18TR-57 | SBQ20TR-12,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::embryology::accepted,Basic Science,basic-science,Basic Science,Embryology,Embryology,embryology,basic-science-embryology,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-187 | OBQ09-55 | OBQ14-9 | OBQ18-33,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::normal-bone-metabolism::accepted,Basic Science,basic-science,Basic Science,Normal Bone Metabolism,Normal Bone Metabolism,normal-bone-metabolism,basic-science-normal-bone-metabolism,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-67.1 | OBQ08-171 | OBQ08-57 | OBQ20-170,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::prophylactic-antibiotics::accepted,Basic Science,basic-science,Basic Science,Prophylactic Antibiotics,Prophylactic Antibiotics,prophylactic-antibiotics,basic-science-prophylactic-antibiotics,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-223 | OBQ20-116 | SBQ08OS-152.1 | SBQ13BS-100.1,specialty:csv-normalized | topic:source-normalized
orthobullets::basic-science::psoriatic-arthritis::accepted,Basic Science,basic-science,Basic Science,Psoriatic Arthritis,Psoriatic Arthritis,psoriatic-arthritis,basic-science-psoriatic-arthritis,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-241 | OBQ11-158 | OBQ17-129 | SBQ25FA-12,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::fhl-tendonitis-and-injuries::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,FHL Tendonitis & Injuries,FHL Tendonitis & Injuries,fhl-tendonitis-and-injuries,foot-ankle-fhl-tendonitis-and-injuries,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-59 | OBQ09-11 | SBQ22PE-22 | SBQ23PA-70,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::hallux-varus::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Hallux Varus,Hallux Varus,hallux-varus,foot-ankle-hallux-varus,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,SBQ12FA-5 | SBQ12FA-62 | SBQ25FA-32 | SBQ25FA-50,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::sesamoid-injuries-the-hallux::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Sesamoid Injuries the Hallux,Sesamoid Injuries the Hallux,sesamoid-injuries-the-hallux,foot-ankle-sesamoid-injuries-the-hallux,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ06-111 | OBQ12-23 | SBQ12FA-79 | SBQ18FA-17.1,specialty:csv-normalized | topic:source-normalized
orthobullets::foot-ankle::synovitis-2nd-mtp::accepted,Foot & Ankle,foot-ankle,Foot & Ankle,Synovitis 2nd MTP,Synovitis 2nd MTP,synovitis-2nd-mtp,foot-ankle-synovitis-2nd-mtp,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-130 | OBQ14-46 | SBQ12FA-54 | SBQ22FA-56,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::congenital-trigger-thumb::accepted,Hand,hand,Hand,Congenital Trigger Thumb,Congenital Trigger Thumb,congenital-trigger-thumb,hand-congenital-trigger-thumb,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-122 | OBQ14-33 | OBQ21-91 | SBQ24HW-26,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::flexor-pulley-system::accepted,Hand,hand,Hand,Flexor Pulley System,Flexor Pulley System,flexor-pulley-system,hand-flexor-pulley-system,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-274 | OBQ14-271 | SBQ24HW-22 | SBQ24HW-46,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::frostbite::accepted,Hand,hand,Hand,Frostbite,Frostbite,frostbite,hand-frostbite,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-26 | OBQ15-58 | SBQ12FA-22 | SBQ24HW-64,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::mcp-joint-arthritis::accepted,Hand,hand,Hand,MCP Joint Arthritis,MCP Joint Arthritis,mcp-joint-arthritis,hand-mcp-joint-arthritis,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ11-190 | SBQ21H-23 | SBQ21H-96 | SBQ24HW-19,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::radial-tunnel-syndrome::accepted,Hand,hand,Hand,Radial Tunnel Syndrome,Radial Tunnel Syndrome,radial-tunnel-syndrome,hand-radial-tunnel-syndrome,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ08-21 | OBQ18-125 | SBQ21H-7 | SBQ24HW-45,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::scaphoid-nonunion-advanced-collapse-snac::accepted,Hand,hand,Hand,Scaphoid Nonunion Advanced Collapse (SNAC),Scaphoid Nonunion Advanced Collapse (SNAC),scaphoid-nonunion-advanced-collapse-snac,hand-scaphoid-nonunion-advanced-collapse-snac,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-78 | OBQ20-41 | SBQ17SE-11 | SBQ21H-9,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::seymour-fracture::accepted,Hand,hand,Hand,Seymour Fracture,Seymour Fracture,seymour-fracture,hand-seymour-fracture,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ14-246 | OBQ20-43 | OBQ20-49 | SBQ24HW-12,specialty:csv-normalized | topic:source-normalized
orthobullets::hand::thumb-hypoplasia::accepted,Hand,hand,Hand,Thumb Hypoplasia,Thumb Hypoplasia,thumb-hypoplasia,hand-thumb-hypoplasia,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-120 | OBQ05-256 | OBQ10-6 | SBQ24HW-79,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::anterior-inferior-iliac-spine-avulsion-aiis::accepted,Knee & Sports,knee-sports,Knee & Sports,Anterior Inferior Iliac Spine Avulsion (AIIS),Anterior Inferior Iliac Spine Avulsion (AIIS),anterior-inferior-iliac-spine-avulsion-aiis,knee-sports-anterior-inferior-iliac-spine-avulsion-aiis,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ12-30 | OBQ14-129 | OBQ17-103 | SBQ25FD-66,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::ear-eye-mouth-injuries::accepted,Knee & Sports,knee-sports,Knee & Sports,"Ear, Eye, Mouth Injuries","Ear, Eye, Mouth Injuries",ear-eye-mouth-injuries,knee-sports-ear-eye-mouth-injuries,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ20-68 | OBQ20-69 | OBQ22-116 | SBQ07SM-10,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::lcl-injury-the-knee::accepted,Knee & Sports,knee-sports,Knee & Sports,LCL Injury the Knee,LCL Injury the Knee,lcl-injury-the-knee,knee-sports-lcl-injury-the-knee,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-200 | OBQ11-154 | OBQ15-154 | OBQ23-50,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::osgood-schlatter-s-disease-tibial-tubercle-apophysitis::accepted,Knee & Sports,knee-sports,Knee & Sports,Osgood Schlatter's Disease (Tibial Tubercle Apophysitis),Osgood Schlatter's Disease (Tibial Tubercle Apophysitis),osgood-schlatter-s-disease-tibial-tubercle-apophysitis,knee-sports-osgood-schlatter-s-disease-tibial-tubercle-apophysitis,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-21 | OBQ14-146 | SBQ22PE-80 | SBQ25PE-29,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::quadriceps-contusion::accepted,Knee & Sports,knee-sports,Knee & Sports,Quadriceps Contusion,Quadriceps Contusion,quadriceps-contusion,knee-sports-quadriceps-contusion,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ09-247 | OBQ14-36 | OBQ20-110 | SBQ21SM-13,specialty:csv-normalized | topic:source-normalized
orthobullets::knee-sports::visceral-blunt-trauma::accepted,Knee & Sports,knee-sports,Knee & Sports,Visceral Blunt Trauma,Visceral Blunt Trauma,visceral-blunt-trauma,knee-sports-visceral-blunt-trauma,,4,FALSE,0.970,,Accepted via manual review override.,reviewed,manually_reviewed_valid_topic,OBQ09-216 | OBQ20-28 | OBQ20-99 | SBQ07SM-24,override:manually_reviewed_valid_topic | specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::adamantinoma::accepted,Pathology,pathology,Pathology,Adamantinoma,Adamantinoma,adamantinoma,pathology-adamantinoma,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ07-42 | OBQ11-122 | OBQ12-31 | OBQ14-79,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::chemotherapy::accepted,Pathology,pathology,Pathology,Chemotherapy,Chemotherapy,chemotherapy,pathology-chemotherapy,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ05-101 | OBQ06-125 | OBQ08-273 | OBQ11-175,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::eosinophilic-granuloma::accepted,Pathology,pathology,Pathology,Eosinophilic Granuloma,Eosinophilic Granuloma,eosinophilic-granuloma,pathology-eosinophilic-granuloma,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-275 | OBQ11-32 | OBQ13-220 | OBQ13-47,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::epithelioid-sarcoma::accepted,Pathology,pathology,Pathology,Epithelioid Sarcoma,Epithelioid Sarcoma,epithelioid-sarcoma,pathology-epithelioid-sarcoma,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ16-273 | OBQ19-21 | SBQ05PA-2.1 | SBQ05PA-3,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::melanoma::accepted,Pathology,pathology,Pathology,Melanoma,Melanoma,melanoma,pathology-melanoma,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ13-213 | OBQ19-93 | OBQ21-39 | SBQ24HW-84,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::parosteal-osteosarcoma::accepted,Pathology,pathology,Pathology,Parosteal Osteosarcoma,Parosteal Osteosarcoma,parosteal-osteosarcoma,pathology-parosteal-osteosarcoma,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ04-7 | OBQ11-88 | OBQ12-47 | SBQ25FD-20,specialty:csv-normalized | topic:source-normalized
orthobullets::pathology::squamous-cell-carcinoma::accepted,Pathology,pathology,Pathology,Squamous Cell Carcinoma,Squamous Cell Carcinoma,squamous-cell-carcinoma,pathology-squamous-cell-carcinoma,,4,FALSE,1.000,,Auto-accept topic mapping.,import_rule,,OBQ10-190 | SBQ17SE-82 | SBQ21H-5 | SBQ24HW-74,specialty:csv-normalized | topic:source-normalized
